@relation /home/harish/CS6347project/data_5teams/Texas_arff-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 {1,2,}

@data
0,31,69,3,12,25,44,21,29,15,10,6,10,28,73,10,29,18,28,19,27,10,12,4,7,1
0,21,50,6,13,18,26,14,23,11,17,6,3,24,57,7,14,13,24,13,22,16,11,5,2,2
1,33,60,3,10,15,19,9,34,12,14,4,6,21,72,1,10,7,8,17,21,6,15,4,2,1
1,20,49,11,25,11,18,12,20,15,7,1,3,21,51,6,15,11,16,9,18,10,6,4,1,1
1,24,53,5,18,23,37,11,37,15,23,7,9,18,70,1,9,18,23,19,23,3,21,12,2,1
1,18,56,4,15,16,20,10,20,10,7,3,2,23,47,4,10,23,29,7,29,10,11,2,4,2
1,35,67,11,19,20,30,19,24,19,12,9,3,26,56,5,13,8,18,9,16,13,17,7,2,1
1,22,63,5,17,21,30,18,33,12,15,6,8,15,53,3,16,15,23,9,25,5,18,7,0,1
0,30,68,5,14,13,19,16,24,13,11,3,1,29,66,3,11,15,20,13,24,13,12,3,2,1
-1,26,63,4,13,11,21,13,29,12,11,11,3,18,62,3,16,16,20,18,31,10,16,4,5,1
1,31,61,13,29,20,28,22,25,19,12,5,4,25,56,13,27,12,13,5,12,8,9,3,1,1
1,32,70,9,18,6,13,17,25,15,10,13,8,17,49,3,13,9,12,9,23,5,23,8,5,1
-1,31,68,5,13,14,23,13,29,15,9,5,6,32,84,6,15,12,14,23,29,10,9,6,3,2
-1,29,53,3,12,22,35,12,30,14,14,6,3,23,59,0,11,6,10,7,16,2,13,3,3,1
1,24,53,7,12,11,21,10,23,14,10,8,1,20,51,1,15,5,9,10,22,7,15,4,0,1
1,29,50,4,9,19,22,9,24,16,8,3,7,22,53,6,14,10,17,12,13,7,8,2,0,1
-1,22,48,5,11,25,31,7,35,6,15,7,9,23,64,6,19,11,18,11,22,13,12,5,2,1
-1,21,45,6,11,13,19,9,25,13,14,6,3,18,56,1,11,9,14,14,19,6,9,6,3,1
1,26,50,3,10,16,34,14,27,15,15,7,1,19,56,4,18,16,21,11,20,6,13,7,3,1
-1,27,54,2,8,13,22,12,29,15,10,5,9,17,55,1,12,14,21,13,20,7,10,3,1,1
1,28,56,8,16,12,19,12,23,15,16,7,4,21,55,5,11,13,21,14,18,8,17,5,0,1
-1,25,47,4,13,14,19,8,30,12,14,2,5,18,56,5,13,11,15,9,18,10,8,4,3,1
1,22,52,3,10,22,37,12,31,7,13,6,8,26,65,3,14,5,8,10,27,7,13,7,4,1
1,25,57,7,18,16,28,11,28,11,10,9,7,21,56,3,9,10,18,11,23,8,17,5,3,1
1,20,55,8,19,19,28,16,18,10,12,5,3,24,51,4,10,18,25,13,26,12,11,6,2,2
1,29,62,5,12,13,21,14,31,12,11,5,5,22,66,6,24,3,8,15,21,11,13,9,4,1
1,29,68,11,23,20,34,17,22,19,6,5,3,32,60,8,21,19,32,11,32,21,10,2,4,2
-1,23,68,5,18,19,26,19,20,12,8,3,7,27,54,5,14,16,21,10,26,10,9,7,10,2
-1,21,59,2,15,16,27,23,21,7,7,3,3,20,47,4,15,10,13,7,22,9,13,3,4,1
0,29,57,6,14,10,17,14,25,18,13,7,4,19,47,3,13,13,13,3,20,12,13,6,4,1
0,26,53,6,15,12,18,17,22,13,12,6,3,17,48,3,11,21,27,13,15,7,10,8,0,1
0,27,66,7,20,12,15,11,22,12,7,2,4,33,58,7,17,12,18,8,30,19,10,4,4,2
1,31,67,11,26,9,12,13,22,23,10,11,8,17,57,4,25,8,13,18,25,5,24,4,1,1
1,28,59,9,21,35,44,14,28,18,12,9,2,31,72,9,25,19,32,22,20,10,15,6,3,1
0,33,60,7,18,22,30,16,21,15,23,8,3,31,63,7,18,31,43,18,15,16,15,7,6,2
0,25,53,5,16,19,25,11,21,13,13,6,3,20,44,4,12,33,44,8,20,14,11,7,3,2
1,18,57,4,17,16,26,18,25,12,10,4,5,18,56,4,18,0,2,11,26,8,13,6,3,1
1,24,52,6,18,19,27,9,21,13,8,7,3,19,62,6,25,13,19,22,24,8,16,6,1,1
-1,29,53,7,19,4,7,12,22,13,11,6,3,22,57,5,10,10,20,17,13,9,7,6,1,1
1,28,58,6,25,18,27,13,26,15,12,7,4,20,60,9,23,13,17,15,21,9,14,6,5,1
1,27,48,9,18,23,30,9,33,17,16,5,5,15,58,7,22,15,24,14,13,6,14,6,3,1
1,36,76,7,27,14,20,24,28,17,8,10,9,14,51,2,17,10,15,9,19,9,20,2,2,1
1,26,56,2,17,23,35,17,31,7,15,4,3,23,51,9,18,10,20,3,20,14,11,9,3,1
1,24,69,9,25,6,9,17,17,10,13,9,6,28,63,3,7,23,31,22,27,15,13,9,6,2
1,21,44,8,18,23,30,9,28,9,19,8,3,16,52,8,19,19,26,11,16,7,13,11,2,1
1,22,54,3,14,24,32,14,24,10,16,6,3,23,45,10,21,21,37,7,22,14,15,6,3,2
1,18,60,3,18,19,29,16,23,9,10,11,5,19,47,6,16,5,11,9,26,6,21,0,7,1
1,18,41,3,7,22,31,6,20,9,12,7,3,19,48,5,17,8,16,13,20,6,17,5,4,1
1,27,59,9,16,10,14,16,20,16,14,5,1,29,54,10,21,16,21,8,18,20,9,6,4,2
1,27,59,7,22,19,21,12,18,15,16,5,1,28,59,7,15,21,39,19,14,16,12,4,3,2
-1,21,61,8,19,16,17,15,27,14,9,4,4,25,56,5,15,14,23,10,25,10,6,5,5,2
1,24,55,3,14,11,18,12,29,10,15,6,4,20,60,5,21,10,16,12,22,9,11,9,2,1
1,24,60,7,24,16,26,13,15,14,9,9,2,22,47,5,15,27,34,12,28,14,18,2,4,2
-1,24,57,2,12,16,24,16,22,5,13,4,6,27,56,5,14,8,11,6,20,11,10,7,5,2
1,23,53,3,12,25,31,16,25,11,11,8,10,22,54,4,11,9,14,10,15,8,14,3,4,1
-1,25,52,6,11,14,19,9,18,14,8,5,2,20,40,5,10,23,29,6,21,7,12,4,2,1
1,18,41,4,10,35,48,13,22,6,16,9,6,24,58,8,21,8,12,12,20,9,16,7,3,1
-1,20,52,5,19,24,29,14,23,10,11,8,3,24,58,5,15,5,8,13,20,15,13,5,1,1
1,28,57,8,16,14,18,10,18,9,15,5,1,21,41,5,14,43,56,5,23,9,8,11,8,2
-1,25,52,8,17,14,20,9,17,14,10,6,2,22,55,9,18,24,29,15,19,17,11,3,2,2
-1,22,56,4,16,23,30,11,23,15,17,9,2,22,53,2,14,21,29,9,26,12,20,8,2,1
1,27,61,6,24,12,18,13,23,14,13,10,0,26,60,4,9,8,11,12,22,10,16,5,3,1
1,21,56,3,17,18,21,10,19,13,12,5,4,24,49,4,10,21,30,10,26,11,15,8,3,2
0,25,68,3,15,18,24,16,23,8,6,5,1,26,60,5,18,8,9,10,31,13,13,3,4,1
0,27,64,5,13,8,14,20,19,10,12,4,3,30,57,10,22,11,15,9,20,15,8,7,3,2
1,18,49,1,13,18,24,15,28,3,13,2,7,21,59,5,19,6,11,13,19,8,7,6,5,1
1,23,49,7,20,16,29,16,34,14,26,3,6,14,57,5,32,13,17,9,16,6,17,18,1,1
0,20,54,2,11,11,14,7,31,15,17,3,7,22,64,2,11,13,20,15,28,14,10,7,4,2
0,26,52,10,18,7,16,17,24,15,22,9,12,17,51,4,11,17,28,18,14,11,18,12,2,1
1,17,43,3,12,28,38,7,40,10,19,8,6,13,62,6,28,5,11,8,24,8,14,7,3,1
1,23,51,13,26,11,20,6,25,18,16,10,9,18,61,4,16,14,20,20,24,8,19,9,2,1
0,14,48,2,13,11,21,11,24,9,22,8,5,25,61,4,18,10,16,14,27,17,14,13,6,2
0,23,62,4,20,13,20,11,30,11,11,3,7,26,63,2,11,11,17,11,27,11,10,9,3,2
1,27,68,4,15,17,21,11,32,12,14,8,4,20,58,5,20,18,30,10,31,10,18,9,1,1
1,30,74,6,17,19,26,18,28,12,13,12,2,21,67,3,19,22,32,20,27,11,18,10,4,1
1,19,52,4,13,14,24,12,20,14,18,3,3,21,47,2,11,23,30,9,27,13,16,10,2,2
1,18,49,3,9,18,29,16,30,9,14,6,4,15,47,7,21,4,6,2,21,7,13,6,2,1
1,33,74,4,13,9,14,16,28,20,13,3,5,23,64,4,18,36,45,18,27,12,13,7,5,2
-1,19,55,4,17,11,25,13,26,8,14,4,5,19,62,3,20,16,26,17,28,5,11,11,4,2
1,24,61,4,18,10,13,14,23,16,11,3,3,25,57,11,26,21,27,13,24,18,5,4,3,2
-1,25,56,7,18,2,8,6,23,14,14,9,1,20,51,3,11,21,25,9,27,10,15,10,6,2
1,27,61,6,19,7,11,13,21,10,15,7,3,25,52,2,6,21,27,9,23,12,13,8,6,2
1,25,54,5,17,18,25,12,18,12,10,14,5,20,54,5,18,12,19,17,19,8,19,7,2,1
1,19,46,2,9,17,23,9,21,8,18,1,1,30,63,6,15,17,21,14,20,21,6,9,1,2
1,23,44,3,9,11,17,7,23,12,11,8,7,17,52,2,13,7,15,14,19,7,13,4,1,1
1,21,60,5,20,11,16,17,19,11,15,10,2,18,39,4,13,20,29,6,23,12,16,8,4,2
-1,23,59,1,18,12,21,10,24,7,15,7,6,21,56,4,16,26,39,17,29,11,17,10,6,2
1,31,61,7,25,20,25,9,34,17,18,5,8,28,80,11,33,19,24,19,22,17,8,8,2,1
1,12,55,2,21,21,32,20,22,3,16,9,3,26,56,7,18,14,22,12,29,15,14,10,5,2
-1,24,48,7,18,13,21,10,17,11,9,1,6,21,46,3,9,14,24,14,17,16,10,4,3,1
-1,23,50,4,16,19,33,14,17,7,12,4,3,26,54,9,18,20,22,12,22,19,13,5,4,2
1,29,58,8,20,26,35,11,23,14,12,13,5,29,57,9,18,19,27,11,23,17,16,6,3,1
1,24,61,9,22,8,11,11,21,11,18,12,0,24,47,5,15,25,32,6,28,9,18,10,3,2
1,27,54,9,23,16,25,11,25,15,8,6,5,23,57,9,23,15,22,11,18,14,8,3,4,1
-1,20,59,6,16,25,37,20,24,8,14,5,2,23,51,3,16,20,37,10,24,13,13,7,5,1
0,20,39,5,12,25,32,7,23,10,8,5,5,17,52,6,21,17,22,15,15,8,10,5,2,1
0,17,50,5,19,10,12,13,22,11,15,4,3,22,54,9,21,13,21,15,21,10,7,9,3,2
1,26,59,7,15,17,28,13,27,14,13,4,7,25,63,10,30,13,21,13,24,17,13,7,4,1
1,33,68,6,14,12,19,16,24,14,12,6,6,25,59,13,33,14,16,10,20,12,15,6,4,1
1,26,51,2,9,18,24,12,29,5,16,5,7,22,57,11,24,7,14,10,16,13,13,5,2,1
1,30,67,11,25,18,40,20,31,18,9,8,11,20,51,5,9,16,29,8,24,9,16,3,1,1
0,28,74,6,24,20,31,17,30,13,13,12,9,28,62,10,12,20,28,7,33,18,16,7,2,2
0,26,52,2,9,23,28,18,22,9,15,8,3,18,47,5,17,18,22,10,10,8,15,4,2,1
1,25,55,3,15,19,37,9,29,9,9,9,12,23,60,9,27,14,18,10,29,7,16,3,6,1
1,25,56,5,13,15,29,13,28,15,14,7,6,22,58,5,21,15,21,10,25,13,15,8,3,1
-1,28,73,4,13,21,35,20,35,15,17,6,9,30,70,5,22,15,31,10,32,21,14,12,2,1
1,27,56,6,15,25,35,11,34,11,13,11,7,19,64,5,26,10,18,16,24,9,17,10,3,1
-1,29,72,8,21,20,33,20,31,13,12,6,7,25,65,9,19,24,47,15,27,13,8,7,5,1
-1,24,61,6,17,24,32,12,21,11,12,4,4,29,58,7,22,27,33,11,32,14,13,4,3,2
1,22,48,3,9,19,27,9,33,13,12,7,2,16,55,6,29,6,7,6,23,11,12,8,2,1
-1,31,61,9,22,14,20,8,20,15,14,6,9,27,63,13,28,21,26,17,22,15,14,7,1,2
1,28,70,3,18,15,23,20,25,11,16,5,4,23,50,6,14,35,51,6,27,13,7,13,8,2
1,23,51,3,12,18,21,11,21,10,13,4,5,21,46,6,18,16,23,7,17,12,12,5,4,1
-1,29,55,4,9,18,23,10,39,14,18,5,4,26,69,4,25,13,20,11,19,12,6,13,7,1
1,27,65,8,24,24,31,14,23,12,8,5,9,24,61,11,32,17,22,12,28,15,18,3,3,1
1,26,57,3,12,12,20,14,21,8,10,5,4,26,61,4,16,8,14,16,20,14,11,3,2,1
-1,26,58,2,11,20,34,12,31,16,9,8,4,18,56,3,17,21,32,12,28,11,13,5,8,1
1,24,56,3,10,30,45,19,25,8,11,7,12,25,65,6,14,13,19,17,20,10,12,4,4,1
-1,18,58,5,18,18,26,25,31,12,13,2,3,17,52,7,21,13,18,8,17,12,8,2,5,1
1,18,55,5,13,16,18,16,19,7,18,7,2,28,53,8,16,10,13,8,21,21,12,13,4,2
1,26,55,11,23,24,31,11,29,14,12,6,1,21,59,5,19,21,31,12,22,6,10,8,1,1
1,33,57,4,13,18,27,11,30,18,11,4,5,23,58,8,23,17,25,9,17,9,10,4,1,1
1,23,70,7,23,23,25,20,24,16,10,4,7,30,61,8,24,17,24,7,28,21,6,6,3,2
1,21,61,4,13,8,19,19,18,11,12,4,7,31,60,7,21,16,21,13,26,19,7,7,9,2
1,28,59,8,16,10,19,18,23,17,7,1,8,22,61,8,22,17,27,19,21,11,5,4,5,1
1,24,54,3,19,14,20,12,28,14,16,5,3,24,59,10,25,19,22,10,22,11,7,8,2,2
1,24,61,2,16,16,18,17,31,13,13,5,6,14,54,3,10,23,29,11,21,1,10,5,0,1
1,20,57,4,18,9,17,18,20,8,9,9,4,21,48,2,12,15,24,12,24,8,11,8,2,2
0,22,45,7,17,15,23,9,30,19,15,2,7,20,66,6,20,3,5,16,18,14,12,10,2,1
0,31,78,5,15,2,8,23,19,18,6,3,4,25,58,12,24,24,30,18,27,12,7,2,10,2
